Temperature (K)	Pressure (bar)	Density (g/ml)	Volume (ml/g)	Internal Energy (kJ/kg)	Enthalpy (kJ/kg)	Entropy (J/g*K)	Cv (J/g*K)	Cp (J/g*K)	Sound Spd. (m/s)	Joule-Thomson (K/bar)	Viscosity (uPa*s)	Therm. Cond. (W/m*K)	Surf. Tension (N/m)	Phase
274.18	24.467	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
274.18	24.467	0.39782	2.5137	245.87	252.02	1.0793	1.6244	3.6632	569.32	0.066703	57.437	0.089788	0.0031001	liquid
274.18	24.467	0.047495	21.055	499.24	550.75	2.1689	1.6339	3.0549	233.58	1.8292	9.3639	0.023884	undefined	vapor
274.29	24.533	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
274.29	24.533	0.39754	2.5155	246.25	252.42	1.0807	1.6250	3.6684	568.23	0.067172	57.345	0.089699	0.0030861	liquid
274.29	24.533	0.047652	20.986	499.24	550.72	2.1683	1.6350	3.0623	233.48	1.8281	9.3724	0.023924	undefined	vapor
274.41	24.600	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
274.41	24.600	0.39726	2.5172	246.63	252.82	1.0821	1.6255	3.6737	567.15	0.067643	57.253	0.089609	0.0030720	liquid
274.41	24.600	0.047809	20.917	499.24	550.70	2.1677	1.6361	3.0697	233.38	1.8270	9.3810	0.023964	undefined	vapor
274.52	24.667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
274.52	24.667	0.39699	2.5190	247.00	253.22	1.0835	1.6261	3.6790	566.06	0.068115	57.161	0.089521	0.0030581	liquid
274.52	24.667	0.047966	20.848	499.24	550.67	2.1671	1.6372	3.0772	233.28	1.8259	9.3895	0.024005	undefined	vapor
274.63	24.733	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
274.63	24.733	0.39671	2.5207	247.38	253.61	1.0849	1.6266	3.6844	564.98	0.068589	57.069	0.089432	0.0030441	liquid
274.63	24.733	0.048123	20.780	499.25	550.64	2.1665	1.6383	3.0848	233.18	1.8248	9.3981	0.024046	undefined	vapor
274.74	24.800	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
274.74	24.800	0.39643	2.5225	247.76	254.01	1.0863	1.6272	3.6897	563.90	0.069065	56.978	0.089343	0.0030302	liquid
274.74	24.800	0.048281	20.712	499.25	550.61	2.1658	1.6395	3.0924	233.08	1.8237	9.4067	0.024086	undefined	vapor
274.86	24.867	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
274.86	24.867	0.39615	2.5243	248.13	254.41	1.0877	1.6277	3.6951	562.82	0.069543	56.886	0.089255	0.0030163	liquid
274.86	24.867	0.048439	20.644	499.25	550.58	2.1652	1.6406	3.1000	232.98	1.8226	9.4154	0.024127	undefined	vapor
274.97	24.933	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
274.97	24.933	0.39587	2.5261	248.51	254.81	1.0891	1.6282	3.7005	561.74	0.070023	56.795	0.089167	0.0030025	liquid
274.97	24.933	0.048598	20.577	499.25	550.56	2.1646	1.6417	3.1076	232.88	1.8215	9.4240	0.024168	undefined	vapor
275.08	25.000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
275.08	25.000	0.39559	2.5278	248.88	255.20	1.0904	1.6288	3.7059	560.66	0.070505	56.704	0.089079	0.0029887	liquid
275.08	25.000	0.048756	20.510	499.25	550.53	2.1640	1.6428	3.1153	232.78	1.8204	9.4327	0.024209	undefined	vapor
275.19	25.067	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
275.19	25.067	0.39532	2.5296	249.26	255.60	1.0918	1.6293	3.7114	559.59	0.070988	56.613	0.088991	0.0029750	liquid
275.19	25.067	0.048915	20.443	499.25	550.50	2.1634	1.6439	3.1231	232.68	1.8193	9.4413	0.024250	undefined	vapor
275.30	25.133	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
275.30	25.133	0.39504	2.5314	249.63	255.99	1.0932	1.6299	3.7168	558.51	0.071474	56.523	0.088903	0.0029612	liquid
275.30	25.133	0.049075	20.377	499.25	550.46	2.1628	1.6450	3.1309	232.58	1.8182	9.4500	0.024292	undefined	vapor
275.41	25.200	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
275.41	25.200	0.39476	2.5332	250.01	256.39	1.0946	1.6304	3.7223	557.44	0.071961	56.433	0.088815	0.0029476	liquid
275.41	25.200	0.049234	20.311	499.25	550.43	2.1622	1.6461	3.1387	232.48	1.8172	9.4587	0.024333	undefined	vapor
275.52	25.267	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
275.52	25.267	0.39448	2.5350	250.38	256.79	1.0959	1.6310	3.7279	556.37	0.072451	56.342	0.088728	0.0029339	liquid
275.52	25.267	0.049394	20.245	499.25	550.40	2.1616	1.6473	3.1466	232.38	1.8161	9.4674	0.024375	undefined	vapor
275.64	25.333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
275.64	25.333	0.39420	2.5368	250.75	257.18	1.0973	1.6315	3.7334	555.30	0.072942	56.253	0.088641	0.0029203	liquid
275.64	25.333	0.049554	20.180	499.24	550.37	2.1610	1.6484	3.1545	232.28	1.8150	9.4762	0.024416	undefined	vapor
275.75	25.400	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
275.75	25.400	0.39392	2.5386	251.13	257.57	1.0987	1.6321	3.7390	554.23	0.073435	56.163	0.088554	0.0029068	liquid
275.75	25.400	0.049714	20.115	499.24	550.33	2.1604	1.6495	3.1624	232.18	1.8139	9.4849	0.024458	undefined	vapor
275.86	25.467	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
275.86	25.467	0.39365	2.5404	251.50	257.97	1.1000	1.6326	3.7446	553.16	0.073930	56.073	0.088467	0.0028932	liquid
275.86	25.467	0.049875	20.050	499.24	550.30	2.1598	1.6506	3.1705	232.08	1.8129	9.4937	0.024500	undefined	vapor
275.97	25.533	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
275.97	25.533	0.39337	2.5422	251.87	258.36	1.1014	1.6332	3.7503	552.09	0.074428	55.984	0.088380	0.0028798	liquid
275.97	25.533	0.050036	19.986	499.24	550.27	2.1592	1.6518	3.1785	231.98	1.8118	9.5024	0.024541	undefined	vapor
276.08	25.600	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
276.08	25.600	0.39309	2.5440	252.24	258.76	1.1028	1.6337	3.7559	551.03	0.074927	55.895	0.088294	0.0028663	liquid
276.08	25.600	0.050197	19.922	499.23	550.23	2.1586	1.6529	3.1866	231.88	1.8107	9.5112	0.024583	undefined	vapor
276.19	25.667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
276.19	25.667	0.39281	2.5458	252.62	259.15	1.1041	1.6343	3.7616	549.97	0.075428	55.806	0.088207	0.0028529	liquid
276.19	25.667	0.050358	19.858	499.23	550.20	2.1579	1.6540	3.1947	231.78	1.8097	9.5201	0.024625	undefined	vapor
276.29	25.733	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
276.29	25.733	0.39253	2.5476	252.99	259.54	1.1055	1.6348	3.7673	548.90	0.075931	55.717	0.088121	0.0028395	liquid
276.29	25.733	0.050520	19.794	499.22	550.16	2.1573	1.6551	3.2029	231.68	1.8086	9.5289	0.024668	undefined	vapor
276.40	25.800	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
276.40	25.800	0.39225	2.5494	253.36	259.93	1.1069	1.6353	3.7731	547.84	0.076437	55.628	0.088035	0.0028262	liquid
276.40	25.800	0.050682	19.731	499.22	550.12	2.1567	1.6563	3.2112	231.58	1.8075	9.5377	0.024710	undefined	vapor
276.51	25.867	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
276.51	25.867	0.39197	2.5512	253.73	260.33	1.1082	1.6359	3.7789	546.78	0.076944	55.540	0.087949	0.0028129	liquid
276.51	25.867	0.050844	19.668	499.21	550.09	2.1561	1.6574	3.2194	231.48	1.8065	9.5466	0.024752	undefined	vapor
276.62	25.933	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
276.62	25.933	0.39169	2.5530	254.10	260.72	1.1096	1.6364	3.7847	545.72	0.077453	55.451	0.087864	0.0027996	liquid
276.62	25.933	0.051007	19.605	499.21	550.05	2.1555	1.6585	3.2278	231.38	1.8054	9.5555	0.024795	undefined	vapor
276.73	26.000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
276.73	26.000	0.39142	2.5548	254.47	261.11	1.1109	1.6370	3.7905	544.66	0.077965	55.363	0.087778	0.0027864	liquid
276.73	26.000	0.051170	19.543	499.20	550.01	2.1549	1.6597	3.2361	231.28	1.8044	9.5644	0.024837	undefined	vapor
276.84	26.067	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
276.84	26.067	0.39114	2.5566	254.84	261.50	1.1123	1.6375	3.7964	543.61	0.078478	55.275	0.087693	0.0027732	liquid
276.84	26.067	0.051333	19.481	499.19	549.97	2.1543	1.6608	3.2446	231.18	1.8033	9.5733	0.024880	undefined	vapor
276.95	26.133	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
276.95	26.133	0.39086	2.5585	255.21	261.89	1.1136	1.6381	3.8022	542.55	0.078994	55.187	0.087608	0.0027600	liquid
276.95	26.133	0.051496	19.419	499.19	549.93	2.1537	1.6619	3.2530	231.07	1.8022	9.5822	0.024923	undefined	vapor
277.06	26.200	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
277.06	26.200	0.39058	2.5603	255.58	262.28	1.1150	1.6386	3.8082	541.50	0.079512	55.100	0.087523	0.0027469	liquid
277.06	26.200	0.051660	19.357	499.18	549.90	2.1531	1.6631	3.2616	230.97	1.8012	9.5912	0.024966	undefined	vapor
277.16	26.267	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
277.16	26.267	0.39030	2.5621	255.94	262.67	1.1163	1.6392	3.8141	540.44	0.080032	55.012	0.087438	0.0027338	liquid
277.16	26.267	0.051824	19.296	499.17	549.86	2.1525	1.6642	3.2701	230.87	1.8001	9.6001	0.025009	undefined	vapor
277.27	26.333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
277.27	26.333	0.39002	2.5640	256.31	263.06	1.1177	1.6397	3.8201	539.39	0.080554	54.925	0.087353	0.0027208	liquid
277.27	26.333	0.051989	19.235	499.16	549.81	2.1519	1.6654	3.2787	230.77	1.7991	9.6091	0.025052	undefined	vapor
277.38	26.400	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
277.38	26.400	0.38974	2.5658	256.68	263.45	1.1190	1.6403	3.8261	538.34	0.081078	54.838	0.087268	0.0027077	liquid
277.38	26.400	0.052153	19.174	499.15	549.77	2.1512	1.6665	3.2874	230.67	1.7980	9.6181	0.025096	undefined	vapor
277.48	26.467	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
277.48	26.467	0.38946	2.5676	257.05	263.84	1.1204	1.6409	3.8322	537.29	0.081605	54.751	0.087184	0.0026948	liquid
277.48	26.467	0.052318	19.114	499.14	549.73	2.1506	1.6676	3.2961	230.57	1.7970	9.6272	0.025139	undefined	vapor
277.59	26.533	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
277.59	26.533	0.38918	2.5695	257.42	264.23	1.1217	1.6414	3.8382	536.24	0.082134	54.664	0.087100	0.0026818	liquid
277.59	26.533	0.052483	19.054	499.13	549.69	2.1500	1.6688	3.3049	230.47	1.7959	9.6362	0.025183	undefined	vapor
277.70	26.600	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
277.70	26.600	0.38890	2.5713	257.78	264.62	1.1230	1.6420	3.8443	535.19	0.082664	54.578	0.087016	0.0026689	liquid
277.70	26.600	0.052649	18.994	499.12	549.65	2.1494	1.6699	3.3137	230.36	1.7949	9.6453	0.025226	undefined	vapor
277.81	26.667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
277.81	26.667	0.38862	2.5732	258.15	265.01	1.1244	1.6425	3.8505	534.15	0.083198	54.491	0.086932	0.0026560	liquid
277.81	26.667	0.052815	18.934	499.11	549.60	2.1488	1.6711	3.3226	230.26	1.7938	9.6543	0.025270	undefined	vapor
277.91	26.733	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
277.91	26.733	0.38834	2.5750	258.52	265.40	1.1257	1.6431	3.8566	533.10	0.083733	54.405	0.086848	0.0026432	liquid
277.91	26.733	0.052981	18.875	499.10	549.56	2.1482	1.6722	3.3315	230.16	1.7928	9.6634	0.025314	undefined	vapor
278.02	26.800	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
278.02	26.800	0.38806	2.5769	258.88	265.79	1.1270	1.6436	3.8628	532.06	0.084271	54.319	0.086764	0.0026304	liquid
278.02	26.800	0.053148	18.816	499.09	549.52	2.1476	1.6734	3.3405	230.06	1.7918	9.6726	0.025358	undefined	vapor
278.12	26.867	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
278.12	26.867	0.38778	2.5788	259.25	266.18	1.1284	1.6442	3.8691	531.01	0.084811	54.233	0.086681	0.0026176	liquid
278.12	26.867	0.053314	18.757	499.08	549.47	2.1470	1.6746	3.3495	229.96	1.7907	9.6817	0.025402	undefined	vapor
278.23	26.933	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
278.23	26.933	0.38750	2.5806	259.61	266.56	1.1297	1.6447	3.8753	529.97	0.085353	54.147	0.086597	0.0026049	liquid
278.23	26.933	0.053482	18.698	499.06	549.42	2.1464	1.6757	3.3586	229.85	1.7897	9.6909	0.025446	undefined	vapor
278.34	27.000	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
278.34	27.000	0.38722	2.5825	259.98	266.95	1.1310	1.6453	3.8816	528.93	0.085898	54.061	0.086514	0.0025922	liquid
278.34	27.000	0.053649	18.640	499.05	549.38	2.1457	1.6769	3.3678	229.75	1.7886	9.7000	0.025491	undefined	vapor
278.44	27.067	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
278.44	27.067	0.38694	2.5843	260.34	267.34	1.1324	1.6458	3.8880	527.89	0.086444	53.976	0.086431	0.0025795	liquid
278.44	27.067	0.053817	18.582	499.04	549.33	2.1451	1.6780	3.3770	229.65	1.7876	9.7092	0.025535	undefined	vapor
278.55	27.133	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
278.55	27.133	0.38666	2.5862	260.71	267.72	1.1337	1.6464	3.8943	526.85	0.086994	53.890	0.086348	0.0025669	liquid
278.55	27.133	0.053985	18.524	499.02	549.29	2.1445	1.6792	3.3862	229.55	1.7866	9.7184	0.025580	undefined	vapor
278.65	27.200	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
278.65	27.200	0.38638	2.5881	261.07	268.11	1.1350	1.6470	3.9008	525.81	0.087545	53.805	0.086266	0.0025543	liquid
278.65	27.200	0.054153	18.466	499.01	549.24	2.1439	1.6803	3.3956	229.44	1.7855	9.7277	0.025625	undefined	vapor
278.76	27.267	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
278.76	27.267	0.38610	2.5900	261.44	268.50	1.1363	1.6475	3.9072	524.77	0.088099	53.720	0.086183	0.0025418	liquid
278.76	27.267	0.054322	18.409	498.99	549.19	2.1433	1.6815	3.4049	229.34	1.7845	9.7369	0.025670	undefined	vapor
278.86	27.333	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
278.86	27.333	0.38582	2.5919	261.80	268.88	1.1377	1.6481	3.9137	523.74	0.088656	53.635	0.086101	0.0025292	liquid
278.86	27.333	0.054491	18.352	498.98	549.14	2.1427	1.6827	3.4143	229.24	1.7834	9.7462	0.025715	undefined	vapor
278.96	27.400	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
278.96	27.400	0.38554	2.5937	262.16	269.27	1.1390	1.6486	3.9202	522.70	0.089214	53.551	0.086018	0.0025167	liquid
278.96	27.400	0.054660	18.295	498.96	549.09	2.1421	1.6838	3.4238	229.13	1.7824	9.7555	0.025760	undefined	vapor
279.07	27.467	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
279.07	27.467	0.38526	2.5956	262.53	269.66	1.1403	1.6492	3.9267	521.67	0.089776	53.466	0.085936	0.0025043	liquid
279.07	27.467	0.054830	18.238	498.95	549.04	2.1414	1.6850	3.4334	229.03	1.7814	9.7648	0.025805	undefined	vapor
279.17	27.533	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
279.17	27.533	0.38498	2.5975	262.89	270.04	1.1416	1.6498	3.9333	520.63	0.090339	53.381	0.085854	0.0024918	liquid
279.17	27.533	0.055000	18.182	498.93	548.99	2.1408	1.6862	3.4430	228.93	1.7803	9.7741	0.025851	undefined	vapor
279.28	27.600	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
279.28	27.600	0.38470	2.5994	263.25	270.43	1.1429	1.6503	3.9399	519.60	0.090906	53.297	0.085772	0.0024795	liquid
279.28	27.600	0.055171	18.126	498.91	548.94	2.1402	1.6874	3.4526	228.82	1.7793	9.7835	0.025896	undefined	vapor
279.38	27.667	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
279.38	27.667	0.38442	2.6013	263.61	270.81	1.1443	1.6509	3.9465	518.57	0.091474	53.213	0.085691	0.0024671	liquid
279.38	27.667	0.055341	18.070	498.90	548.89	2.1396	1.6885	3.4624	228.72	1.7783	9.7929	0.025942	undefined	vapor
279.48	27.733	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
279.48	27.733	0.38414	2.6032	263.98	271.20	1.1456	1.6515	3.9532	517.54	0.092045	53.129	0.085609	0.0024548	liquid
279.48	27.733	0.055512	18.014	498.88	548.84	2.1390	1.6897	3.4721	228.62	1.7772	9.8023	0.025988	undefined	vapor
279.59	27.800	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	undefined	liquid and vapor
279.59	27.800	0.38386	2.6051	264.34	271.58	1.1469	1.6520	3.9600	516.51	0.092619	53.045	0.085528	0.0024425	liquid
279.59	27.800	0.055684	17.959	498.86	548.78	2.1384	1.6909	3.4820	228.51	1.7762	9.8117	0.026034	undefined	vapor
